Contour Level: [0.47650299817509756]
1.000000	-5.943353
1.004623	-5.947495
1.023243	-5.964176
1.027173	-5.967697
1.046485	-5.984003
1.051099	-5.987899
1.069728	-6.003629
1.075024	-6.008101
1.092971	-6.023254
1.098950	-6.028303
1.116214	-6.042879
1.122876	-6.048505
1.139456	-6.062505
1.146804	-6.068707
1.162699	-6.082120
1.170744	-6.088909
1.185942	-6.101733
1.194685	-6.109111
1.209185	-6.121346
1.218626	-6.129313
1.232427	-6.140959
1.242566	-6.149515
1.255670	-6.160572
1.266760	-6.169717
1.278913	-6.179738
1.291259	-6.189919
1.302155	-6.199449
1.314356	-6.210121
1.325398	-6.219779
1.337452	-6.230323
1.348641	-6.240109
1.360549	-6.250525
1.371884	-6.260439
1.383646	-6.270727
1.395126	-6.280769
1.406742	-6.290929
1.418369	-6.301099
1.429839	-6.311131
1.441612	-6.321429
1.452935	-6.331333
1.464855	-6.341759
1.476032	-6.351535
1.488097	-6.362089
1.499128	-6.371737
1.511340	-6.382419
1.523411	-6.391939
1.534583	-6.400790
1.548840	-6.412141
1.557825	-6.419265
1.574321	-6.432343
1.581068	-6.437692
1.599802	-6.452545
1.604311	-6.456120
1.625283	-6.472747
1.627554	-6.474547
1.650764	-6.492949
1.650796	-6.492975
1.674039	-6.511403
1.676245	-6.513151
1.697282	-6.529830
1.701725	-6.533353
1.720525	-6.548258
1.727206	-6.553555
1.743767	-6.566685
1.752687	-6.573757
1.767010	-6.585113
1.780717	-6.593959
1.790253	-6.600113
1.812019	-6.614161
1.813495	-6.615114
1.836738	-6.630115
1.843322	-6.634363
1.859981	-6.645114
1.874626	-6.654565
1.883224	-6.660114
1.905930	-6.674767
1.906466	-6.675113
1.929709	-6.690113
1.937235	-6.694969
1.952952	-6.705113
1.968533	-6.715171
1.976195	-6.720117
1.999437	-6.735121
1.999828	-6.735373
2.022680	-6.750125
2.040589	-6.755575
2.045923	-6.757199
2.069165	-6.764272
2.092408	-6.771345
2.106973	-6.775777
2.115651	-6.778631
2.138894	-6.787904
2.159137	-6.795979
2.162136	-6.797176
2.185379	-6.806449
2.208622	-6.815721
2.209776	-6.816182
2.231865	-6.824994
2.255107	-6.834266
2.260415	-6.836384
2.278350	-6.843538
2.301593	-6.841377
2.324835	-6.839216
2.348078	-6.837055
2.355300	-6.836384
2.371321	-6.834894
2.394564	-6.832733
2.417806	-6.830572
2.441049	-6.828410
2.464292	-6.826249
2.487535	-6.824088
2.501280	-6.816182
2.510777	-6.803912
2.516917	-6.795979
2.532554	-6.775777
2.534020	-6.773883
2.541063	-6.755575
2.548835	-6.735373
2.556607	-6.715171
2.557263	-6.713466
2.564379	-6.694969
2.572150	-6.674767
2.579922	-6.654565
2.580505	-6.653049
2.587694	-6.634363
2.599411	-6.614161
2.603748	-6.606684
2.611128	-6.593959
2.622845	-6.573757
2.626991	-6.566609
2.634562	-6.553555
2.645111	-6.533353
2.650234	-6.520903
2.653423	-6.513151
2.661735	-6.492949
2.670047	-6.472747
2.673476	-6.464413
2.678359	-6.452545
2.686672	-6.432343
2.694984	-6.412141
2.696719	-6.408932
2.705908	-6.391939
2.716833	-6.371737
2.719962	-6.365950
2.730459	-6.351535
2.743205	-6.340227
2.753229	-6.331333
2.766447	-6.319605
2.775998	-6.311131
2.789690	-6.298982
2.796021	-6.290929
2.811903	-6.270727
2.812933	-6.269417
2.827785	-6.250525
2.836175	-6.239852
2.843667	-6.230323
2.859418	-6.210287
2.859549	-6.210121
2.875431	-6.189919
2.882661	-6.177741
2.887425	-6.169717
2.899418	-6.149515
2.905904	-6.138591
2.911412	-6.129313
2.923406	-6.109111
2.929146	-6.099441
2.935399	-6.088909
2.947393	-6.068707
2.952389	-6.060292
2.959387	-6.048505
2.971535	-6.028303
2.975632	-6.021631
2.983939	-6.008101
2.996342	-5.987899
2.998875	-5.983774
3.008745	-5.967697
3.019359	-5.947495
3.022117	-5.942246
3.029974	-5.927293
3.040588	-5.907091
3.045360	-5.898007
3.049806	-5.886889
3.057883	-5.866687
3.065961	-5.846485
3.068603	-5.839877
3.074038	-5.826283
3.082116	-5.806081
3.090193	-5.785878
3.091845	-5.781946
3.098802	-5.765676
3.107440	-5.745474
3.115088	-5.727854
3.116209	-5.725272
3.124977	-5.705070
3.133746	-5.684868
3.138331	-5.674306
3.142515	-5.664666
3.151347	-5.644464
3.160206	-5.624262
3.161574	-5.621142
3.169064	-5.604060
3.177922	-5.583858
3.184816	-5.568136
3.186781	-5.563656
3.195639	-5.543454
3.204497	-5.523252
3.208059	-5.514225
3.212468	-5.503050
3.220439	-5.482848
3.228410	-5.462646
3.231302	-5.455316
3.236380	-5.442444
3.244351	-5.422242
3.252322	-5.402040
3.254545	-5.396407
3.260293	-5.381838
3.268263	-5.361636
3.276234	-5.341434
3.277787	-5.337498
3.284205	-5.321232
3.292227	-5.301030

